App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion
Zomato,14-06-2023 17:53,"Worst customer care service ever. No help recieved for refunding of my money. I have gone to the consumer court now. Also paid for the ""gold customer"" stuff, which turned out to be a complete scam. The mental harassment here is unbelievable.",1,0,,,17.4.8
Zomato,09-07-2023 16:17,Charges are higher than the restaurants. Good interface but very poor customer service,4,0,,,17.5.9
Zomato,02-03-2023 14:36,Zomato will always be my favourite food app. Only problem is when it comes to delivery. Why do you'll ask for review of the food we ordered and tasted? When it comes to bad reviews around 1 to 3 stars the restaurant does not acknowledge through an apology or ask what's the problem in order to do better in the future. In these past 5 years I have ordered a lot from Zomato. I only get replies from fine dining restaurants or dining but nothing from delivery. So all I wish is delivery to respond.,4,5,,,17.3.6
Zomato,25-06-2023 15:19,It's really a very good aap but in the end if we need something to order in emergency no restaurants is available only this thing I hate of Zomato otherwise everything is very good...,5,1,,,17.5.4
Zomato,20-02-2023 15:26,The virtual assistant(zia) and the customer support for zomato is useless. They don't actually connect with the user via chat or call. Just bunch of options that throw you out back to main options. They never own up for bad food or even incorrect food delivered and customer has to bear the loss. Swiggy is wayyy BETTER when it comes to customer satisfaction!,1,8,"Hi shilpa, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at asreviewsupport@zomato.com, so we can address the same on priority.",25-02-2023 10:49,17.3.4
Zomato,28-05-2023 09:00,Zomato is very near to its complete downfall..if you give one bad feedback on their service they start you treating with disrespect and exceptionally high delay time instead of focusing on making their mistakes correct. Seriously been a customer since last 5 years this is the worst days of zomato ..... Improve otherwise soon will be out of the market ...,1,0,,,17.5.0
Zomato,05-05-2023 06:34,Aweful experience to place order as there is no Calling option in app. Code which was given was changed and restaurant removed item without my knowledge.,1,0,,,17.4.6
Zomato,04-06-2023 09:07,Don't use blinkit anymore fake app that one don't use totally not worth it fake app using their accepting the payments after they will cancel the delivery better to use zepto and swiggy best don't use zomato and related apps totally fake apps,1,0,,,17.5.1
Zomato,03-07-2023 16:17,"Oia is absolutely fantastic! It's a stunning place with a great atmosphere. If you're looking for a nice place to visit, Oia is the perfect choice.",5,0,,,17.5.6
Zomato,29-06-2023 07:03,Awesome coz they always deliver on time and they have amazing options of food items.. That's why I like Zomato so much .Thanks😊,5,0,,,17.5.6
Zomato,20-07-2023 16:48,Very bad app customer care number not given in app.bad experience. I have pais my order online but partner not given delivery.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:22,17.6.0
Zomato,03-03-2023 11:40,Worst customer service. Ordered 2 items but received only one.. delivery person said that he only received one item from the restaurant. Contacted customer support. Talked to two agents both of them were not ready to listen my issue.. Both of them kept repeating the same thing thang since restaurant told them that they sent both orders they can't do anything and disconnected the chat in between. Uninstalling the app now.,1,9,"Hi Somesh, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",03-03-2023 11:46,17.3.6
Zomato,10-07-2023 16:19,Nice app. Worked according to my preferences in last two orders. I prefer Zomato over its 'closest rival' in Kolkata!,4,0,"Hi there, glad to hear that! Thank you for your feedback.",10-07-2023 16:21,17.5.8
Zomato,05-07-2023 14:50,"For pizzas, there should be an option for small/ medium/ large in the 'sort by'..Else everything is good...",4,0,"Hi there, glad to hear that! Thank you for your feedback.",05-07-2023 14:53,17.5.4
Zomato,10-07-2023 09:35,"Always late, pathetic service, no response from the support team, they doesn't even have calling option for support team.",1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:39,17.5.8
Zomato,19-06-2023 09:51,"Two Worst experiences. First - ordered for fries through Zomato. The estimated arrival time was 40 mins. The agent did not arrive even after two hours. Nor the customer support is helpful. Second - ordered vegetarian rice bowls from Zomato. We received non vegetarian rice balls 😭😭😭. Asking the support staff to refund my money, they won't even listening to you. They will try to shut you off by giving the coupon code. and to our surprise, we did not even receive the refund nor the coupon code",1,0,,,17.5.4
Zomato,27-05-2023 16:59,Why you have removed to add pictures while reporting?it is so tough for us. I have been fooled twice continuously . I tried to report but video is not recording,4,0,,,17.5.0
Zomato,16-03-2023 15:48,The experience to use the app is easy. Some of the restaurants don't mention the quantity of food in half and full dishes. There should be an option to chat or call directly to the restaurant.,4,2,,,17.3.4
Zomato,28-06-2023 23:00,"Useless app with zero customer support Swiggy is far better than zomato, they charge so much that for a product worth 50 they charge 160 and delivery charges extra.....we don't need robbers if we have app like zomato",1,1,,,17.5.6
Zomato,08-07-2023 09:49,Awesome experience with Zomato everytime . It's always a budget friendly app and also it's coupons are saviours,5,0,"Hi there, glad to hear that! Thank you for your feedback.",08-07-2023 09:52,17.5.8
Zomato,02-07-2023 07:07,"It was a good experience from Zomato,I have been using from last 4 years onwards,it was not given single trouble while ordering the food.",4,0,,,17.5.6
Zomato,22-07-2023 16:54,Worst support service every time you guys run away without solving problem. You are losing 2 user today. Further many more...,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",22-07-2023 16:57,17.6.0
Zomato,26-06-2023 13:08,"Worst experience ever. They play such tricks on the backend, well never know. Swiggy is much much better.",1,0,"Hi Girish, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",02-07-2023 10:04,17.5.6
Zomato,14-07-2023 14:22,Food costs much more than original price and delivery charges are extra. In that way the cost is almost doubled.,1,0,,,17.5.4
Zomato,20-06-2023 18:09,Poor delivery with missing items and no resolution from backend team. This is how zomato works. Zomato is Clear no from my side.,1,0,,,17.5.3
Zomato,06-06-2023 06:58,Very poor I ordered at midnight and the order was prepaid and the delivery guy picked up the food from the restaurant and immediately showed it delivered and the food didn't reach me. I had to sleep hungry and the customer care also denied the issue and didn't give my money back nor did they take any action against the delivery partner. Very poor and discouraging.,1,0,,,17.5.1
Zomato,10-02-2023 17:39,"They are frauds,if you order from a local restaurant....they show 20-30% inflated prices than the actual food price then they calculate delivery, and taxes on the inflated price. There is no way to raise any complaint either through app/website. No, I am not talking about taxes and other charges... It's the actual food price which is 20% more than the food price in the restaurants food menu which the restaurant sent along with the order.",1,7,"Hi Prem, kindly share the restaurant details with us over a psreviewsupport@zomato.com and we will share this with the concerned team.",11-02-2023 06:32,17.3.1
Zomato,13-06-2023 13:46,I think u should have more coupons and reduce delivery charges and I have a bakery just near me around 500 meters and still Zomato showed it as 3 kms and charged extra money for delivery charges and what is restaurant charges anyways why do we have to pay for it If Zomato does it's job properly then you don't need any advertisements or unnecessary notifications to be send to us,5,0,,,17.5.2
Zomato,24-06-2023 08:12,The search doesn't show few restaurants in the results. Apart from that the app is fine,4,0,,,17.5.4
Zomato,10-06-2023 09:53,Very bad food. I ordered paneer momos from wongs kitchen. Got food poisoning after eating. There was smell in the food. Very unhygienic. Highly disappointed with the app and the restaurants.,1,0,,,17.5.2
Zomato,07-05-2023 11:20,I never expected this type of service from zomato ..I ordered food from @Pista House but I found 1 parcel missing when I ask zomato to refund money or to redeliver it they tell me that sry we can't do any thing ...plz don't bye food from this applications..highly recommended,1,0,,,17.4.6
Zomato,03-05-2023 13:16,It doesn't help you with calling services and with chats also they didn't provide proper option to tell your problem worst app do not dwnld the app and specially the delivery persons are fraud.,1,0,,,17.4.6
Zomato,07-06-2023 04:34,This app is very good for food order. It is very helpful to order food & book sits in every restaurant dinings. Please guys try this app to order food.,4,0,,,17.5.2
Zomato,09-07-2023 14:37,Never experienced any issue. And even it was there the customer care handled those issues very politely.,5,0,"Hi Rahul, glad to hear that! Thank you for your feedback.",09-10-2022 07:16,17.5.8
Zomato,17-02-2023 14:27,"They got the same order wrong twice in a row. Cancelled the replacement order twice. The service agents lied thrice and even stole money from me. I kept asking for a refund to my Paytm wallet or bank, but they kept giving the wrong amount of Zomato credits which expired in 30 days trying to make me use their service. Absolutely scummy behaviour, talking to the service agents was useless. I never got my order nor my refund until I posted on social media. I'm never ordering again from Zomato.",1,5,"Hi Ninad, we extend our sincere apologies towards the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",17-02-2023 17:28,17.3.2
Zomato,24-05-2023 07:00,"For someone like me who stays aways from home, Zomato is a perfect for me. I always trust Zomato since they help me get fresh and good food! Most important thankyou to the delivery guys who take so much efforts 💕",5,0,,,17.5.0
Zomato,23-03-2023 21:58,"I ordered from Domino's through this app. They didn't deliver the order, yet marked it as done. I have reported multiple times for a refund and I haven't received one yet. I keep getting mails that Domino's will handle this. When asked to them they redirect here. Poor customer service. Uninstalling this app right away.",1,4,,,17.3.9
Zomato,03-05-2023 11:58,"when I order some food, I don't know why the delivery partner pick multiple orders. That's why it takes time and I don't like it.",2,0,,,17.4.6
Zomato,07-05-2023 08:51,Been on this platform for as long as i remember. But leaving now because of the unreliable service quality now. Food is almost always late and service team is not effective. Takes about 2 hours for them to cancel an already late or failed delivery.,1,3,,,17.4.4
Zomato,15-03-2023 18:14,"I had placed an order on 15/03/2023 with delivery time reflecting on the App of 11:13PM, as per the On Time Guaranteed Delivery, failing to do so makes me eligible for Rs. 100 coupon. The item was delivered at 11:19PM, however on the App it showed as order is delivered 3minutes early as well as at your location which is contradictory. I messaged the delivery agent but didn't get a response neither was I able to chat/speak with ZOMATO. Just getting auto response. Overall POOR experience.",1,5,,,17.3.9
Zomato,28-02-2023 14:50,"No sense of responsibility about the food that they serve. I got cold, stale food and incomplete order yet zero action was taken to compensate for the bad quality of food. They blamed the restaurant foe it and that's it. Who's gonna compensate for the stale low quality food that I got? They just take ur review and refund the product amount for the missing items. But I even paid for the packaging, service charge and delivery charges for the same. So who will refund it.",1,9,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",03-03-2023 10:06,17.3.4
Zomato,11-07-2023 15:48,"It's an awesome food application, but sometimes, only sometimes it takes lots of time but great job zomato.😄😄",5,0,,,17.5.2
Zomato,07-06-2023 16:10,This app is good but in some restaurants when I order from Zomato it's not good it just tastes awfull whereas when I go and eat at the restaurant it tastes better,4,0,,,17.5.2
Zomato,14-02-2023 08:40,"At first, the app and the delivery was good. But now they are doing mistakes most of the time. I got wrong order. I called the help centre but all they said is that they contacted the restaurant and the restaurant will call me. But no call came till now 🙂. The delivery person handed me wrong order and now I have no option left. Please focus on delivery.",3,4,"Hi Sanjana, we extend our sincere apologies towards the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",17-02-2023 17:31,17.3.1
Zomato,08-07-2023 03:18,Worst experience. Zomato has no control over restaurants. Their are a lot of fake restaurant who are charging high and providing trash,1,0,"Hi Santosh, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",08-07-2023 11:35,17.5.8
Zomato,09-04-2023 12:08,Useless last to of my orderswith app are delivered with spoiled or wrong product Useless app delivering wrong order and saying sorry time it won't happen and yet next time same thing happens. And down the drain customer service. I have been using this app for 5year but the problems have been rising only currently 😅 guess it time to switch to swiggy,1,12,,,17.4.2
Zomato,03-04-2023 14:11,"Delayed my order by 1 hour. Reason: because there were multiple orders and the restaurant of other order delayed. What kind of excuse is this, because of your poor service and algorithm my food got delayed and cold, can't cancel it as it was prepaid. Such poor service. Uninstalled the app, never going to use it again.",1,2,,,17.3.4
Zomato,30-05-2023 18:27,Excellent service....100 times better than swiggy. Zomato gold is money saving when it comes to delivery charges. All delivery guys are well behaved. Incase of of address mistake they dont get angry and give good hospitality. There are many things to say .....,5,0,,,17.5.1
Zomato,07-04-2023 04:58,I had a good experience while using this app. It make searching for place to eat as well as online order easy and quick. Delivery is always on time . Some times it doesn't take location correctly but that's ok because even though delivery partner delivery it to my location safely and quickly. My overall experience is awasome.,5,14,,,17.4.1
Zomato,01-07-2023 16:14,"You are the worst delivery app and your customer service are the most pathetic, they didn't even had option to chat and they close without even resolving .",1,0,"Hi Suman, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",07-07-2023 13:13,17.5.6
Zomato,25-06-2023 04:44,"There is no any direct contact number available if order get damage or to complaint they just ask you for message, I tried to contact them didn't get number, very bad service my whole money get lost by there bad policy",1,0,,,17.5.3
Zomato,16-07-2023 11:23,App is user friendly easy to access and has super fast delivery so I think it's a good app to get,5,0,"Hi there, glad to hear that! Thank you for your feedback.",16-07-2023 11:25,17.5.9
Zomato,30-05-2023 14:51,"NEVER buy their zomato Gold.... As soon as I bought their subscription, they show closed all restaurants which are like (30+) near me on the pretext of ""no delivery partner nearby""... Trust me you won't be able to get 10 free deliveries within 3 months membership.... These guys are straight up thugs.... Feeling cheated",1,0,,,17.5.1
Zomato,20-07-2023 11:38,"Honestly Zomato if far better than Swiggy in all terms, except only that the minimum order for free delivery is 199 rupees which is little higher",5,0,,,17.5.8
Zomato,16-03-2023 14:29,"Well, I have been using for the past many years now and truly disappointed with the way their customer support handles things. One item was missing from my order and instead of rectifying that, the customer support person said the restaurant sent the item and you are lying. So according to them I was lying for a 40 rs item while I have done more than 500 orders from Zomato already. Pathetic. Also nowadays paid fake feviews are flourishing on the app to increase restaurant ratings. Dont trust.",1,4,,,17.3.8
Zomato,09-05-2023 18:06,Terrible experience with Zomato. No customer service contact number is available. They fraud me and hacked my account and credit card as well,1,0,,,17.4.8
Zomato,22-05-2023 10:56,Zomato is getting worst with each passing days. ordered food from nearest outlet which was just 2km away .and the food delivering time is 70 mins 🙂and u charge high for delivery 👏,1,0,"Hi Pratik, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",01-08-2021 12:53,17.5.0
Zomato,09-07-2023 06:48,"Some time order is not up to mark , the food quality is very low, and sometimes the food is cold.",3,0,,,17.5.7
Zomato,05-05-2023 17:22,"GST is applicable even on road side food like pav bhaji, gola etc whereas we are not getting invoice on this also rates for road side food are actually less whereas Zomato shows more prices.",5,0,,,17.4.7
Zomato,22-06-2023 10:12,The app is good but the delivary partner takes lot of time . At a time they r taking 3 orders from same resturant and my order is being delay and cool food ..very unhappy😥😠,1,0,,,17.5.4
Zomato,26-02-2023 15:08,The app is great and works fine but the only problem is with the exorbitant delivery charges that sometimes I put the order and during checkout I cancel it. But it does help when you are dining out for choosing places nearby.,3,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",26-02-2023 15:32,17.3.4
Zomato,16-07-2023 07:41,Very nice offers and food is fantastic ..the deals are great and also the food I get is fresh too ....Thank you zomatooo ❤️❤️❤️,4,0,"Hi there, glad to hear that! Thank you for your feedback.",16-07-2023 07:43,17.5.9
Zomato,04-04-2023 17:17,"The worst customer support service I've ever got, you'll be given with the option called leave the food at door but it's not at all useful as the delivery partner can cancel the order without even calling and texting and then after you'll be charged a cancellation fee by saying you're unresponsive at the time of delivery (I can't understand one thing that how can we respond for the order without getting a call man) I'll suggest not to use the Zomato as you'll be getting fraud like this",1,15,,,17.4.1
Zomato,11-02-2023 07:42,I placed order 1 min ago and wanted to modify it but not getting option and automated message not helping. I already spoke to restaurant and they are ready to change but again it needs to be done through App. Seriously frustrating experience,1,8,"Hi Vikas, apologies for the inconvenience caused. Kindly write to us at help@zomato.com (with screenshots, if possible) and our team will reach out to you. We’d love to have you back on the app again.",11-02-2023 09:14,17.3.1
Zomato,01-06-2023 13:45,"Hidden charges are higher than other competitive apps, sometimes driver even cancels the order pickup without any proper communication and thus customer has to suffer.",3,0,,,17.5.1
Zomato,02-07-2023 18:06,Customer service extremely bad. I didnt receive ordered item and didnt get any resolution. I had to pay for nothing.,1,5,"Hi Akhil, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",07-07-2023 13:54,17.5.6
Zomato,15-05-2023 07:29,"Please do not buy zomato gold. After that within 2 min they change all resturant estimated time, prices, offers. Same amount I paid for same dish aftr this too. It's a game of zomato to snatch money",1,0,,,17.4.8
Zomato,03-06-2023 15:31,"Order friendly, so many options to choose. Few restaurants showing free delivery but adding the charges at billing.",4,0,,,17.5.0
Zomato,17-07-2023 12:18,I loved to order on this app as I ordered first time but get this coupons and gold membership loved it very much thank you zomato for your deliveries,5,0,"Hi Hansa, glad to hear that! Thank you for your feedback.",20-07-2023 09:22,17.6.0
Zomato,22-05-2023 12:04,It's been amazing experience ordering from Zomato. Quality wise too good but need to work on delivery estimated time. Overall 👍...,5,0,,,17.5.0
Zomato,22-07-2023 16:37,Majority of the options are already selected we have to find and un check the option and the customer support is the worst.,1,0,,,17.6.0
Zomato,27-02-2023 14:20,Worse customer service ever seen. They've purposefully not given any contact number so that they don't have to deal with issues. Emails are barely responded on time. They refunds that they initiate never make it to your bank account. Chat assistance is also too limited and of practically no use.,1,9,"Hi Manasvi, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",27-02-2023 14:27,17.3.6
Zomato,14-07-2023 12:01,Its a good app but it usually keep the price high from the shop rate.Shop rate is lower than that.,4,0,,,17.5.9
Zomato,30-04-2023 16:57,"Why is the process to cancel an order so damn poorly implemented. And Zomato support will never be able to resolve an issue. Despite paying for Zomato gold. I am uninstalling this app once my gold expires and switching to Swiggy one instead, because i can cancel an order placed by mistake on swiggy.",1,135,,,17.4.4
Zomato,14-05-2023 17:09,Very bad service. Delivery boy was very much rude. He does not know how to talk to customer. Better switch to swiggy instead of zomato.,1,0,,,17.4.8
Zomato,01-07-2023 13:06,Very good app. It's very useful app. App is running so easily so it's very easy to find our favourite food.,5,0,"Hi there, glad to hear that! Thankyou for your feedback.",01-09-2022 08:52,17.5.6
Zomato,11-06-2023 05:46,"Their user interface is good , i like their dashboard all n all it was nice experience with zomato Hate the UI of swiggy.",5,0,,,17.5.2
Zomato,15-05-2023 07:03,I have a very good experience with Zomato. Love this app. Getting great deal everyday warms my heart as a guy who lives in hostel.,5,0,,,17.4.8
Zomato,04-03-2023 14:00,Playing good. App is fine and very easy to use. Problem is with service. Zomato now started supporting restaurants instead of customer. Not a customer friendly company any more. Very rigid in refunds. Otherwise who bothers as they are not facing any compitition.,3,2,"Hi Birpal , we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at asreviewsupport@zomato.com, so we can address the same on priority.",07-03-2023 08:17,17.3.8
Zomato,24-06-2023 13:40,Zomato should remove those restaurant or hotels from their list which are getting less stars or reviews or negative feedbacks . Otherwise Zomato is best 👍💥 Zomato is best,5,0,"Hi Deepali, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",16-05-2022 14:51,17.5.4
Zomato,12-07-2023 07:25,Very good delivery service . Fastest delivery with all safe precautions. Impressed!!!,4,0,"Hi there, glad to hear that! Thank you for your feedback.",12-07-2023 07:28,17.5.8
Zomato,17-02-2023 15:44,Till the last order my experience was so good.... But in the last order some items were missing and was all paid order... as I tried to reach out the customer service person no one was responding at all.... Even the food hub from where I ordered the food didn't respond but the delivery guy was helpful to let me know about Zomato complaint center and all.... But from your end no response was given,4,0,"Hi Jahnavi, we extend our sincere apologies towards the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",17-02-2023 17:36,17.3.2
Zomato,11-06-2023 07:05,I don't why but in my zomato app there is no option for 'pay on delivery' as I don't have any other method to pay bills. This is not goood💔,1,0,,,17.5.2
Zomato,27-05-2023 07:40,For me the UI is very much user friendly hats off to the developer team and also the feature and functionality 😊😊,5,0,"Hi Sangam, glad to hear that! Thank you for your feedback.",08-08-2022 11:15,17.5.0
Zomato,15-02-2023 08:49,"Don't go for the Gold option, it's a scam - if they can't deliver on time, they cancel the order and don't give a refund. I have lost money in the past two days because the delivery agents could not locate addresses that Zomato has delivered to before.",1,6,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",15-02-2023 10:12,17.3.2
Zomato,17-06-2023 07:42,Very poor customer service & didn't get any Refund from Zomato. Less promotion & offers. I think swiggy is better than Zomato in our area.,3,0,,,17.5.3
Zomato,07-05-2023 07:48,"Delivery options are quite properly listed, somewhere I feel dining options ki listing can be improved and more categories can be thought of.",4,0,,,17.4.7
Zomato,21-05-2023 15:26,Worst experience ever with this app. I ordered an ice cream which they told me to deliver in 20 mins. After 40 mins i called delivery partner and he said he has multiple orders and he will deliver my order at last. and there is no option i find to cancel my order too. This is why swiggy is much better option.,1,0,,,17.3.9
Zomato,09-06-2023 09:09,Given it a 4 star long ago.. But i guess they are big players in market now..So they don't need customers anymore..Had a horrific experience with order.. It got delayed i inquired about it they say it will come 10 15 mins late..Again received no order. Then they were saying it's traffic 😅 when there's none When they called they were saying delivery is coming by walking that's why delay. Talk about rubbish n bs.. N if you ask them to cancel order they threaten wid cod block this and that...,1,0,,,17.5.2
Zomato,10-06-2023 18:53,It's a very good app for food delivery . Its always have some offers going on or coupons so I really like to order for zomato love it ❤️❤️❤️,5,0,,,17.5.2
Zomato,26-04-2023 15:56,"Worst of all, the extreme 2 and half hours slowest food delivery i have ever received. I ordered a pizza which was delivered after 2 and half late. And they charged me full. They are not giving an option for cancellation. The worst customer support. They are doing this for the sake to sell their gold pass. Corporate tricks. Waste don't order in this. Just move to swiggy.",1,10,,,17.4.4
Zomato,11-07-2023 15:18,"No customer supports, delivery guys are unprofessional, they cancel the order at last moment after 1 hour waiting and after that not refunding customers amount. Very disappointed with the zomoto services.",4,0,,,17.5.9
Zomato,07-07-2023 08:13,They provide very bad Customer Service and have no Order Cancellation Policy. If you order by mistake there will be no one from zomato team whom you can contact to cancel your order.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:24,17.5.8
Zomato,08-05-2023 05:43,A lot of options in food varieties. Lots of coupons available. I love it,5,1,,,17.4.7
Zomato,13-05-2023 10:52,"Received a wrong order from the restaurant. Zomato customer service is pathetic. There is no executive in customer care, not even mails are replied. Please consider your money is gone here. You won't get any refund nor any solution for the same. It's happened multiple times. I ignored it, but Now it's irritating.",1,0,,,17.4.8
Zomato,17-02-2023 14:45,"I use Zomata often and it's interface is very user friendly. From ordering food online to checking out the dining hotels, it is all very simple. They also offer many coupons which is great.",5,8,"Hi there, glad to hear that! Thank you for your feedback.",17-02-2023 14:59,17.3.2
Zomato,18-02-2023 12:36,"* Updates: No improvement at all. Unable to receive OTP on foreign registered mobile no and seeking help from the customer svc is like non existent. Useless app Further updates: Had email to the help desk and they aaid to register an Indian no. So if only Indian mobile is required , do not allow option for foreign registered no in ur app at all. It is frustrating to download and then discover one can't register at all.",1,9,"Hi Lisa, apologies for the inconvenience caused. Kindly write to us at help@zomato.com (with screenshots, if possible) and our team will reach out to you. We’d love to have you back on the app again.",18-02-2023 12:41,17.3.2
Zomato,08-06-2023 06:46,"Zomato is such a great app for me, I feel hungry at night, I don't feel like going out, sit at home and order food.",5,0,,,17.5.1
Zomato,23-03-2023 16:48,"All the food needs are fulfilled. And one thing like if l want to order something from a shop which has lot of outlets, one outlet doesn't have a product so l have to choose the outlet far away which waste a lot of time.",5,6,,,17.3.9
Zomato,11-03-2023 07:16,"Ordered food. Order received. Order prepared. But delivery partner refused delivery on the grounds of distance. If distance is an issue, the option to order from those restaurants shouldn't be available to begin with. Can't trust any long distance deliveries from now on.",2,3,"Hi Aniraban, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",12-03-2023 11:35,17.3.6
Zomato,16-06-2023 14:03,The app controls are like black magic. They will break the rules with code however and whenever they want.,1,0,"Hi Venkata, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",16-06-2023 15:39,17.5.3
Zomato,07-06-2023 15:19,"Nasty customer service. Even if the food provided is not correct, if the food is worse, zomato doesn't care. All they care is their commissions. They never provide refund. The worst service ever.",1,0,,,17.5.0
Zomato,26-04-2023 00:43,I have never seen a platform falling from grace so badly. From exceptional customer services to not addressing customer concerns. The restaurants are aware that the platform does not take action on customer complaints anymore which has given them the free hand to do as they wish. There has been multiple instances of wrong item and lesser quantities delivered. The customer is promoted to upload a video which is not actioned up on! The experience has dropped badly. 2 stars for fast deliveries.,2,7,,,17.4.4
Zomato,24-05-2023 14:09,"Zomato has much improved in last 2 years ...it's services,delivery aspects and Increase in the list of the restaurants, a trust worthy app",5,0,"Hi Advait, that's great! Glad to know you enjoyed using Zomato.
",04-06-2021 17:52,17.5.0
Zomato,23-03-2023 16:59,Worst food delivery service. They are taking more than 1.5 hrs to deliver an order after saying it will be delivered in 50 mins. Will start using zomato from now. Uninstalling this useless app. Moreover the customer support executives don't even try to help you. They are too eager to close the conversation. I have the screenshots to prove it.,1,15,,,17.4.0
Zomato,03-07-2023 19:32,One of the worst customer service partner . They are not here to help . Worst application to use . Full of glitches.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:14,17.5.6
Zomato,21-07-2023 12:55,This is a good app for ordering food I always order by food the food is well baked and well made I think this is the one of the best apps in the world,5,0,"Hi there, glad to hear that! Thank you for your feedback.",21-07-2023 12:56,17.6.0
Zomato,09-06-2023 15:45,It's been 4 years since I started using zomato and the food is delivered on time and hot just like how u want it to be.... thanks zomato!,4,0,"Hi there, glad to hear that! Thank you for your feedback.",13-06-2023 07:45,17.5.2
Zomato,25-04-2023 05:41,"A pathetic robbing service. cheaters, swindlers thieves. Every time I find issues with one or other order. Zomato has a cut of 30-40 percentage of commission but still not ready to resolve. don't buy from Zomato at all. They are just a bunch of bots running the customer service. Its better walking to a nearby hotel and buy. Zomato is promoting cheating by hotels very openly",1,13,"Hi Kalpana, sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",14-01-2022 09:01,17.4.4
Zomato,08-05-2023 13:14,I want to change my bank details Because my previous account was deactivated but your app or team wasn't cantact us and my payment was stucked. I made many requests but your service was very poor they didn't reply us . So please contact me 🙏 if you read my review 🙏🙏,1,1,,,17.4.6
Zomato,23-06-2023 15:10,It's very good app and has a lot of variety and also the great thing is that it makes you a pocket friendly deal on every meal so I love it 😉,5,0,"Hi Ansh, glad to hear that! Thank you for your feedback.",23-06-2023 20:06,17.5.4
Zomato,10-06-2023 18:47,Actually not given opction zero that thing I'm selected 1 star.. I'm lose my money one of the order not coming refund.. even Zomato excectives also not help them.. i think go to order swiggy is best opection Anyways not send comedy message in notifications dear Zomato team,1,0,,,17.5.2
Zomato,16-07-2023 14:22,"Very good service,.on time better than swiggy in terms of cost of order and delivery.",5,0,"Hi there, glad to hear that! Thank you for your feedback.",16-07-2023 14:22,17.6.0
Zomato,24-07-2023 15:10,Worst app which showing 30% - 40% higher price than the menu in the hotals They didn't know how to earn money with honest and dignity,1,0,,,17.6.2
Zomato,09-03-2023 07:31,"I feel like all food delivery apps are becoming more and more careless about their customers after reaching a certain level. The cancellation timing are removed after order has been placed.in help and support they wont even modify your order saying since order has been placed, like why is the option even there?if we call the restaurant they wont pick up. The add cooking instruction is also always unavailable.The delivery person never carries change and theres no option for feedback. Dissapointed",2,7,,,17.3.6
Zomato,28-06-2023 15:21,Worst food delivery app.... They keep extending Gold subscription so that people use it but they don't even know how to deliver food or handle food,2,0,,,17.5.6
